Year,Location,Soil type,Crop,Irrigation,Temperature,Precipitation,Humidity,PH,Area,ETo,Yeild
2016,Bijapur,River basins,Jowar,Basin,27.2,0,59.5,5.4,1279,4.03,73730
2017,Bijapur,River basins,Jowar,Basin,27.2,0.001026318,55,5.4,13283,3.57,118416
2018,Bijapur,River basins,Jowar,Basin,27.1,0,53,5.4,52119,3.47,130132
2004,Bijapur,River basins,Jowar,Spray,27.1,0,53.5,5.4,725,3.68,154889
2005,Bijapur,River basins,Jowar,Spray,27.1,0,52.5,5.4,12885,3.59,171739
2006,Bijapur,River basins,Jowar,Spray,26.8,0,56,5.4,51179,3.42,172475
2007,Bijapur,River basins,Jowar,Spray,26.8,0,57,5.4,468,2.66,177939
2008,Bijapur,River basins,Jowar,Spray,26.8,0,57.5,5.4,11841,3.33,313547
2009,Bijapur,River basins,Jowar,Spray,37,0,57,5.4,50975,3.98,2783
2010,Bijapur,River basins,Jowar,Spray,37,0,55,5.4,206,3.74,1533
2011,Bijapur,Alluvial,Jowar,Spray,37,0,56,6.8,10922,3.95,1647
2012,Bijapur,Alluvial,Jowar,Spray,38,0,54,6.8,51390,2.2,975
2013,Bijapur,Alluvial,Jowar,Spray,38,0,58,6.8,177,3.57,2
2014,Bijapur,Alluvial,Jowar,Spray,38,0,58,6.8,10723,4.2,836
2015,Bijapur,Alluvial,Jowar,Spray,39,0,59,6.8,51709,4.27,806
2016,Bijapur,Alluvial,Jowar,Spray,39,0,50,6.8,146,4.59,880
2017,Bijapur,Alluvial,Jowar,Spray,39,0,54,6.8,10910,4.63,770
2018,Bijapur,Alluvial,Jowar,Spray,40,0,53,6.8,51355,4.57,395
2004,Bijapur,Alluvial,Jowar,Spray,40,0,52,6.8,160,4.46,187
2005,Bijapur,Alluvial,Jowar,Spray,40,0,51,6.8,10912,4.32,187
2006,Bijapur,Alluvial,Jowar,Spray,41,0.003428181,57,6.8,51353,4.11,121
2007,Bijapur,Alluvial,Jowar,Spray,41,0,57,6.8,142,4,103
2008,Bijapur,Alluvial,Jowar,Spray,41,0,60,6.8,10505,3.87,71
2009,Bijapur,Alluvial,Jowar,Spray,42,0,57,6.8,51040,3.2,3961
2010,Bijapur,Alluvial,Jowar,Spray,42,0,57,6.8,154,4.12,4247
2011,Bijapur,Alluvial,Jowar,Spray,42,0,54,6.8,10318,3.4,3290
2012,Bijapur,Alluvial,Jowar,Spray,43,0,54.5,6.8,48083,3.14,3138
2013,Bijapur,Alluvial,Jowar,Spray,43,0,56.6,6.8,143,3.71,3423
2014,Bijapur,Alluvial,Jowar,Spray,128,0,55.5,6.8,9283,1.05,3899
2015,Bijapur,Alluvial,Jowar,Spray,129,0,58.5,6.8,47200,3.28,4015
2016,Bijapur,Alluvial,Jowar,Spray,130,0,59.5,6.8,158,2.33,4279
2017,Bijapur,Alluvial,Jowar,Spray,131,0,55,6.8,8982,4.04,4167
2018,Bijapur,Alluvial,Jowar,Spray,132,0,53,6.8,46990,3.87,4479
2004,Bijapur,Alluvial,Jowar,Spray,133,0,53.5,6.8,103,4.43,3699
2005,Bijapur,Alluvial,Jowar,Spray,134,0,52.5,6.8,8239,3.97,4904
2006,Bijapur,Alluvial,Jowar,Spray,135,0,56,6.8,44563,4.38,2821
2007,Bijapur,Alluvial,Jowar,Spray,136,0,57,6.8,96,0.96,3472
2008,Bijapur,Alluvial,Jowar,Spray,137,0.003839336,57.5,6.8,6949,4.25,3647
2009,Bijapur,Alluvial,Jowar,Spray,138,0.12551905,57,6.8,44663,3.87,393
2010,Bijapur,Alluvial,Jowar,Spray,139,0.003833278,55,6.8,110,4.54,167
2011,Bijapur,Loam,Jowar,Spray,140,0,56,6.8,6824,4.75,71
2012,Bijapur,Loam,Jowar,Spray,141,0,54,6.8,43013,5.06,52
2013,Bijapur,Loam,Jowar,Spray,142,0,58,6.8,95,5.54,12
2014,Bijapur,Loam,Jowar,Spray,143,0,58,6.8,6441,5.23,51
2015,Bijapur,Loam,Jowar,Spray,144,0,59,6.8,4012,4.61,61
2016,Bijapur,Loam,Jowar,Spray,27,0,50,6.8,4877,4.84,67
2017,Bijapur,Loam,Jowar,Spray,27,0,54,6.8,4930,4.85,62
2018,Bijapur,Loam,Jowar,Drip,27,0,53,6.8,4954,4.2,32
2004,Bijapur,Loam,Jowar,Drip,27,0,52,6.8,5019,4.72,22
2005,Bijapur,Loam,Jowar,Drip,27,0,51,6.8,5127,4.36,25
2006,Bijapur,Loam,Jowar,Drip,27,0,57,6.8,5174,2.67,4
2007,Bijapur,Loam,Jowar,Drip,27.2,0,57,6.8,5294,4.83,9
2008,Bijapur,Loam,Jowar,Drip,27.2,0,60,6.8,5474,4.49,12
2009,Bijapur,Loam,Jowar,Drip,27.2,0,57,6.8,5864,5.42,2089
2010,Bijapur,Loam,Jowar,Drip,27,0,57,6.8,7028,5.2,2810
2011,Bijapur,Loam,Jowar,Drip,27,0,54,6.8,7403,2.69,841
2012,Bijapur,Loam,Jowar,Drip,27,0,54.5,6.8,7501,5.35,3550
2013,Bijapur,Loam,Jowar,Drip,27,0,56.6,6.8,7714,5.27,109
2014,Bijapur,Loam,Jowar,Drip,27,0,55.5,6.8,7856,5.44,3368
2015,Bijapur,Loam,Jowar,Drip,27,0,58.5,6.8,32,5.48,3671
2016,Bijapur,Loam,Jowar,Drip,27.2,0,59.5,6.8,1,5.39,2404
2017,Bijapur,Loam,Jowar,Drip,27.2,0,55,6.8,30,5.53,2805
2018,Bijapur,Loam,Jowar,Drip,27.2,0,53,6.8,6,5.58,2331
2004,Bijapur,Loam,Jowar,Drip,27.1,0,53.5,6.8,15,5.59,2088
2005,Bijapur,Loam,Jowar,Drip,27.1,0,52.5,6.8,4,5.45,2628
2006,Bijapur,Loam,Jowar,Drip,27.1,0,56,6.8,39,5.7,1939
2007,Bijapur,Loam,Jowar,Drip,26.8,0,57,6.8,6,5.88,1871
2008,Bijapur,Loam,Jowar,Drip,26.8,8.20E-09,57.5,6.8,12,6.06,1868
2009,Bijapur,Loam,Jowar,Drip,26.8,0,57,6.8,3,5.95,127919
2010,Bijapur,Sandy loam ,Jowar,Drip,37,0,55,6.8,17,6.14,75340
2011,Bijapur,Sandy loam ,Jowar,Drip,37,0,56,6.8,3,5.95,29170
2012,Bijapur,Sandy loam ,Jowar,Drip,37,0,54,6.8,9,6.02,1901
2013,Bijapur,Sandy loam ,Jowar,Drip,38,0,58,6.8,21,5.79,972
2014,Bijapur,Sandy loam ,Jowar,Drip,38,0,58,6.8,11,5.87,874
2015,Bijapur,Clay loam,Jowar,Drip,38,0,59,6.8,4,5.76,592
2016,Bijapur,Clay loam,Jowar,Drip,39,0,50,6.8,15,5.8,864
2017,Bijapur,Clay loam,Jowar,Drip,39,0,54,6.8,8,5.5,5373
2018,Bijapur,Clay loam,Jowar,Drip,39,0,53,6.8,29,5.98,6589
2004,Bijapur,Clay loam,Jowar,Drip,40,0,52,6.8,1,6.05,5107
2005,Bijapur,Clay loam,Jowar,Drip,40,0,51,6.8,13736,5.13,5518
2006,Bijapur,Laterite,Jowar,Drip,40,0,57,6.8,14003,4.74,4912
2007,Bijapur,Laterite,Jowar,Drip,41,0,57,6.8,14179,3.95,3830
2008,Bijapur,Laterite,Jowar,Drip,41,0,60,6.8,14319,4.79,4
2009,Bijapur,Laterite,Jowar,Drip,41,0,57,6.8,14464,5.54,9
2010,Bijapur,Laterite,Jowar,Drip,42,0,57,6.8,14876,3.94,12
2011,Bijapur,Laterite,Jowar,Drip,42,0,54,6.8,14976,5.4,2089
2012,Bijapur,Laterite,Jowar,Drip,42,2.264013,54.5,6.8,15009,5.5,2810
2013,Bijapur,Laterite,Jowar,Drip,43,0.001,56.6,6.8,15114,3.32,841
2014,Bijapur,Laterite,Jowar,Drip,43,0,55.5,6.8,16224,4.47,3550
2015,Bijapur,Laterite,Jowar,Drip,27,0,58.5,6.8,17095,2.96,109
2016,Bijapur,Laterite,Jowar,Drip,27,0,59.5,6.8,17512,2.9,3368
2017,Bijapur,Laterite,Jowar,Basin,27,0,55,6.8,17587,2.31,3671
2018,Bijapur,Laterite,Jowar,Basin,27,0,53,6.8,17771,5.91,2404
2004,Bijapur,Laterite,Jowar,Basin,27,0,53.5,6.8,17825,5.65,2805
2005,Bijapur,Laterite,Jowar,Basin,27,0,52.5,6.8,3147,5.65,2331
2006,Bijapur,Laterite,Jowar,Basin,27.2,0,56,6.8,2578,3.89,2088
2007,Bijapur,Laterite,Jowar,Basin,27.2,0,57,6.8,1591,3.7,2628
2008,Bijapur,Laterite,Jowar,Basin,27.2,0,57.5,6.8,1298,3.89,1939
2009,Bijapur,Laterite,Jowar,Basin,27,0,57,6.8,4,6.09,1871
2010,Bijapur,Laterite,Jowar,Basin,27,0,55,6.8,1122,6.59,1868
2011,Bijapur,Laterite,Jowar,Basin,27,0,56,6.8,917,5.29,127919
2012,Bijapur,Laterite,Jowar,Basin,27,2.2909174,54,6.8,819,5.16,75340
2013,Bijapur,Laterite,Jowar,Basin,27,0,58,6.8,619,5.21,29170
2014,Bijapur,Laterite,Jowar,Basin,27,0,58,6.8,391,3.56,1901
2015,Bijapur,Laterite,Jowar,Basin,27.2,0,59,6.8,211,3.15,972
2016,Bijapur,Laterite,Jowar,Basin,27.2,1.0143249,50,6.8,153,3.28,874
2017,Bijapur,Laterite,Jowar,Basin,27.2,2.547404,54,6.8,111,4.28,592
2018,Bijapur,Laterite,Jowar,Basin,27.1,2.2867703,53,6.8,76,4.26,864
2019,Bijapur,Laterite,Jowar,Basin,27.1,0,52,6.8,53,6.01,5373
2004,Bijapur,Laterite,Jowar,Basin,27.1,0,51,6.8,2688,5.71,6589
2005,Bijapur,Laterite,Jowar,Basin,26.8,0,57,6.8,2311,6.75,5107
2006,Bijapur,Laterite,Jowar,Basin,26.8,0,57,6.8,2188,6.7,5518
2007,Bijapur,Laterite,Jowar,Basin,26.8,0.7396401,60,6.8,1998,6.44,4912
2008,Bijapur,Laterite,Jowar,Basin,37,2.9239376,57,6.8,2006,6.87,3830
2009,Bijapur,Laterite,Jowar,Basin,37,0,57,6.8,2034,7.03,4
2010,Bijapur,Laterite,Jowar,Basin,37,0,54,6.8,2035,3.61,9
2011,Bijapur,Laterite,Jowar,Basin,38,0.05666597,54.5,6.8,2074,4.99,12
2012,Bijapur,Laterite,Jowar,Basin,38,0.06879738,56.6,6.8,2127,5.99,2089
2013,Bijapur,Laterite,Jowar,Basin,38,5.478419,55.5,6.8,2090,3.4,2810
2014,Bijapur,Laterite,Jowar,Basin,39,0,58.5,6.8,2059,3.31,841
2015,Bijapur,Laterite,Jowar,Basin,39,0.3548444,59.5,6.8,2050,5.18,3550
2016,Bijapur,Laterite,Jowar,Basin,39,0,55,6.8,1865,3.82,109
2017,Bijapur,Laterite,Jowar,Basin,40,0,53,6.8,1841,3.74,3368
2018,Bijapur,Laterite,Jowar,Basin,40,0,53.5,6.8,1799,5.3,3671
2012,Bijapur,Laterite,Jowar,Basin,40,0,52.5,6.8,1468,5.95,2404
2013,Bijapur,Laterite,Jowar,Basin,41,0,56,6.8,568,5.25,2805
2014,Bijapur,Laterite,Jowar,Basin,41,0.022481162,57,6.8,407,5.86,2331
2015,Bijapur,Laterite,Jowar,Basin,41,0.6410006,57.5,6.8,177,4.44,2088
2016,Bijapur,Laterite,Jowar,Basin,42,15.958685,57,6.8,51,6.73,2628
2017,Bijapur,Sandy loam ,Jowar,Basin,42,0.17231707,55,6.8,173,7.04,1939
2018,Bijapur,Sandy loam ,Jowar,Basin,42,0,56,6.8,201,6.09,1871
2019,Bijapur,Sandy loam ,Jowar,Basin,43,0,54,6.8,206,4.51,1868
2004,Bijapur,Sandy loam ,Jowar,Basin,27,6.7538486,58,6.8,243,4.63,127919
2005,Bijapur,Sandy loam ,Jowar,Basin,27,0.08409983,58,6.8,123,5.14,75340
2006,Bijapur,Sandy loam ,Jowar,Spray,27,1.1930435,59,6.8,82,4.85,29170
2007,Bijapur,Sandy loam ,Jowar,Spray,27,8.348938,50,6.8,74,5.45,1901
2008,Bijapur,Sandy loam ,Jowar,Spray,27,1.5369995,54,6.8,18,5.26,972
2009,Bijapur,Sandy loam ,Jowar,Spray,27,0,53,6.8,37,4.6,874
2010,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,52,6.8,35,5.42,592
2011,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,51,6.8,5974,2.79,864
2012,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,57,6.8,6631,4.38,5373
2013,Bijapur,Sandy loam ,Jowar,Spray,27,0,57,6.8,6705,4.64,6589
2014,Bijapur,Sandy loam ,Jowar,Spray,27,0,60,6.8,5876,5.22,5107
2015,Bijapur,Sandy loam ,Jowar,Spray,27,0,57,6.8,326,5.7,5518
2016,Bijapur,Sandy loam ,Jowar,Spray,27,0,57,6.8,6470,6.33,4912
2017,Bijapur,Sandy loam ,Jowar,Spray,27,0,54,6.8,6709,5.52,3830
2018,Bijapur,Sandy loam ,Jowar,Spray,27,0,54.5,6.8,6186,4.68,313547
2011,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,56.6,6.8,6503,4.3,2783
2012,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,55.5,6.8,5220,5.15,1533
2013,Bijapur,Sandy loam ,Jowar,Spray,27.2,0,58.5,6.8,4677,5.64,1647
2014,Bijapur,Sandy loam ,Jowar,Spray,27.1,0,59.5,6.8,4803,6.41,975
2015,Bijapur,Sandy loam ,Jowar,Spray,27.1,0,55,6.8,3739,6.2,2
2016,Bijapur,Sandy loam ,Jowar,Spray,27.1,0.005489922,53,6.8,3529,5.82,836
2017,Bijapur,Sandy loam ,Jowar,Spray,26.8,6.8068933,53.5,6.8,3649,6.44,806
2018,Bijapur,Sandy loam ,Jowar,Spray,26.8,7.747618,52.5,6.8,1374,6.33,880
2004,Bijapur,Sandy loam ,Jowar,Spray,26.8,0,56,6.8,933,3.89,770
2005,Bijapur,Sandy loam ,Jowar,Spray,37,0.46567035,57,6.8,345,4.05,395
2006,Bijapur,Sandy loam ,Jowar,Spray,37,4.236737,57.5,6.8,29,3.54,187
2007,Bijapur,Sandy loam ,Jowar,Spray,37,15.411553,57,6.8,11,5.33,187
2008,Bijapur,Sandy loam ,Jowar,Spray,38,10.300906,55,6.8,10,4.72,121
2009,Bijapur,Sandy loam ,Jowar,Spray,38,0,56,6.8,7,5.37,103
2010,Bijapur,Sandy loam ,Jowar,Spray,38,0,54,6.8,10,5.73,71
2011,Bijapur,Sandy loam ,Jowar,Spray,39,0,58,6.8,56,4.11,3961
2012,Bijapur,Sandy loam ,Jowar,Spray,39,0,58,6.8,68,2.48,4247
2013,Bijapur,Sandy loam ,Jowar,Spray,39,0.45264646,59,6.8,56,4.05,3290
2014,Bijapur,Sandy loam ,Jowar,Spray,40,0.5308307,50,6.8,66,4.21,3138
2015,Bijapur,Sandy loam ,Jowar,Spray,40,16.511099,54,6.8,55,2.16,3423
2016,Bijapur,Sandy loam ,Jowar,Spray,40,8.126171,53,6.8,42,2.75,3899
2017,Bijapur,Sandy loam ,Jowar,Spray,41,34.81388,52,6.8,51179,5.27,4015
2018,Bijapur,Sandy loam ,Jowar,Spray,41,0.3749104,51,6.8,468,5.12,4279
2004,Bijapur,Sandy loam ,Jowar,Spray,41,0.114704795,57,6.8,11841,4.96,4167
2005,Bijapur,Sandy loam ,Jowar,Spray,42,0.5804059,57,6.8,50975,5.15,4479
2012,Bijapur,Sandy loam ,Jowar,Spray,42,3.4995244,60,6.8,206,5.12,3699
2013,Bijapur,Sandy loam ,Jowar,Spray,42,9.253414,57,6.8,10922,5.1,4904
2014,Bijapur,Sandy loam ,Jowar,Spray,43,0.14460897,57,6.8,51390,4.72,2821
2015,Bijapur,Sandy loam ,Jowar,Spray,43,2.6338482,54,6.8,177,5.11,3472
2016,Bijapur,Sandy loam ,Jowar,Spray,128,0,54.5,6.8,10723,3.71,3647
2017,Bijapur,Sandy loam ,Jowar,Spray,129,0.2535976,56.6,6.8,51709,2.7,393
2018,Bijapur,Sandy loam ,Jowar,Drip,130,0,55.5,6.8,146,2,167
2004,Bijapur,Sandy loam ,Jowar,Drip,131,0.19575621,58.5,6.8,10910,1.35,71
2005,Bijapur,Black,Jowar,Drip,132,1.7507446,59.5,6.8,51355,2.22,52
2006,Bijapur,Black,Jowar,Drip,133,11.562946,55,6.8,160,2.19,313547
2007,Bijapur,Black,Jowar,Drip,134,89.140144,53,6.8,10912,2.32,2783
2008,Bijapur,Black,Jowar,Drip,135,84.2422,53.5,6.8,51353,2.71,1533
2009,Bijapur,Black,Jowar,Drip,136,8.637956,52.5,6.8,142,2.72,1647
2010,Bijapur,Black,Jowar,Drip,137,4.4520817,56,6.8,10505,2.1,975
2011,Bijapur,Black,Jowar,Drip,138,11.529341,59.5,6.8,51040,3.53,2
2012,Bijapur,Black,Jowar,Drip,139,2.8245137,55,6.8,154,4.15,836
2013,Bijapur,Black,Jowar,Drip,140,26.583883,53,6.8,10318,2.03,806
2014,Bijapur,Black,Jowar,Drip,141,93.94104,53.5,6.8,48083,4.62,880
2015,Bijapur,Black,Jowar,Drip,142,46.58233,52.5,6.8,143,4.71,770
2016,Bijapur,Black,Jowar,Drip,143,1.6390828,56,6.8,9283,4.04,395
2017,Bijapur,Black,Jowar,Drip,144,2.24664,57,6.8,47200,4.14,187
2018,Bijapur,Black,Jowar,Drip,27,0.522796,57.5,6.8,158,2.65,187
2019,Bijapur,Black,Jowar,Drip,27,1.5268899,57,6.8,8982,4.55,121
2004,Bijapur,Black,Jowar,Drip,27,1.8538113,55,6.8,46990,2.28,103
2013,Bijapur,Black,Jowar,Drip,27,0.73027205,56,6.8,103,3.38,71
2014,Bijapur,Black,Jowar,Drip,27,71.739746,54,6.8,8239,1.35,3961
2015,Bijapur,Black,Jowar,Drip,27,152.09961,58,6.8,44563,1.63,4247
2016,Bijapur,Black,Jowar,Drip,27.2,108.18885,58,6.8,96,1.71,3290
2017,Bijapur,Black,Jowar,Drip,27.2,6.721663,59,6.8,6949,1.65,3138
2018,Bijapur,Black,Jowar,Drip,27.2,6.5503163,50,6.8,44663,1.76,3423
2004,Bijapur,Black,Jowar,Drip,27,0.16866806,54,6.8,110,1.95,3899
2005,Bijapur,Black,Jowar,Drip,27,4.228022,53,6.8,6824,2.7,4015
2006,Bijapur,Black,Jowar,Drip,27,1.1087219,59.5,6.8,43013,2.92,4279
2007,Bijapur,Red,Jowar,Drip,27,2.871081,55,6.8,95,4.45,4167
2008,Bijapur,Red,Jowar,Drip,27,0.27119732,53,6.8,6441,2.76,4479
2009,Bijapur,Red,Jowar,Drip,27,0.24838237,53.5,6.8,4012,3.64,3699
2010,Bijapur,Red,Jowar,Drip,27.2,0.03758622,52.5,6.8,4877,4.08,4904
2011,Bijapur,Red,Jowar,Drip,27.2,0.21301495,56,6.8,4930,4.89,2821
2012,Bijapur,Red,Jowar,Drip,27.2,0.075345136,57,6.8,4954,2.35,3472
2013,Bijapur,Red,Jowar,Drip,27.1,10.521982,57.5,6.8,5019,3.33,3647
2014,Bijapur,Red,Jowar,Drip,27.1,2.3512828,57,6.8,5127,4.86,393
2015,Bijapur,Red,Jowar,Drip,27.1,0.23438019,55,6.8,5174,3.33,167
2016,Bijapur,Red,Jowar,Drip,26.8,1.9722712,56,6.8,5294,4.77,71
2017,Bijapur,Red,Jowar,Drip,26.8,1.5224001,54,6.8,5474,1.31,52
2018,Bijapur,Red,Jowar,Drip,26.8,12.702547,58,6.8,5864,3.92,2570
2013,Bijapur,Red,Jowar,Drip,37,4.2911196,58,6.8,7028,2.37,27170
2014,Bijapur,Red,Jowar,Drip,37,33.92255,59,6.8,7403,3.48,114744
2015,Bijapur,Red,Jowar,Drip,37,17.66263,50,6.8,7501,4.66,1402
2016,Bijapur,Red,Jowar,Drip,38,2.0152614,54,6.8,7714,4.73,23456
2017,Bijapur,Red,Jowar,Drip,38,0.8645548,53,6.8,7856,2.1,107809
2018,Bijapur,Red,Jowar,Basin,38,2.902314,59.5,6.8,32,3.24,1132
2004,Bijapur,Red,Jowar,Basin,39,35.36056,55,6.8,1,3.24,23960
2005,Bijapur,Red,Jowar,Basin,39,103.440506,53,6.8,30,2.1,126487
2006,Bijapur,Red,Jowar,Basin,39,42.40501,53.5,6.8,6,2.85,804
2007,Bijapur,Red,Jowar,Basin,40,45.553455,52.5,6.8,15,1.87,30362
2008,Bijapur,Red,Jowar,Basin,40,13.505645,56,6.8,4,2.36,124492
2009,Bijapur,Red,Jowar,Basin,40,10.39019,57,6.8,39,4.01,792
2010,Bijapur,Red,Jowar,Basin,41,4.5310197,57.5,6.8,6,1.73,34153
2011,Bijapur,Alluvial,Jowar,Basin,41,3.038754,57,5.6,12,1.42,2570
2012,Bijapur,Alluvial,Jowar,Basin,41,1.2138121,55,5.6,3,1.95,27170
2013,Bijapur,Alluvial,Jowar,Basin,42,1.7229346,56,5.6,17,2.13,114744
2014,Bijapur,Alluvial,Jowar,Basin,42,0.318751,54,5.6,3,1.67,1402
2015,Bijapur,Alluvial,Jowar,Drip,42,1.3305125,57,5.6,9,1.61,23456
2016,Bijapur,Alluvial,Jowar,Drip,43,0.10160495,57.5,5.6,21,1.99,107809
2017,Bijapur,Alluvial,Jowar,Drip,43,0.03814294,57,5.6,11,1.87,1132
2018,Bijapur,Alluvial,Jowar,Drip,27,0.41756776,55,5.6,4,1.6,23960
2015,Bijapur,Alluvial,Jowar,Drip,27,1.2827364,56,5.6,15,2.08,126487
2016,Bijapur,Alluvial,Jowar,Drip,27,2.0189524,54,5.6,8,1.75,804
2017,Bijapur,Alluvial,Jowar,Drip,27,22.094896,58,5.6,29,2.26,30362
2018,Bijapur,Alluvial,Jowar,Drip,27,20.146622,58,5.6,1,2.69,124492
2013,Bijapur,Alluvial,Jowar,Drip,27,0,59,5.6,13736,1.69,792
2014,Bijapur,Alluvial,Jowar,Drip,27.2,3.8209584,50,5.6,14003,2.53,34153
2015,Bijapur,Alluvial,Jowar,Drip,27.2,3.3525069,54,5.6,14179,1.59,132551
2016,Bijapur,Alluvial,Jowar,Drip,27.2,15.510168,53,5.6,14319,1.92,338
2017,Bijapur,Alluvial,Jowar,Drip,27,19.645113,52,5.6,14464,2.05,22966
2018,Bijapur,Alluvial,Jowar,Drip,27,8.533885,51,5.6,14876,4.3,131763
2004,Bijapur,Alluvial,Jowar,Drip,27,2.9969828,57,5.6,14976,4.7,404
2005,Bijapur,Alluvial,Jowar,Drip,27,8.051299,57,5.6,15009,4.41,24184
2006,Bijapur,Alluvial,Jowar,Drip,27,1.0996704,60,5.6,15114,4.23,124387
2007,Bijapur,Alluvial,Jowar,Drip,27,2.0771928,57,5.6,16224,3.88,343
2008,Bijapur,Alluvial,Jowar,Drip,27.2,34.56865,57,5.6,17095,3.07,23099
2009,Bijapur,Alluvial,Jowar,Drip,27.2,3.8412488,54,5.6,17512,3.49,117825.84
2010,Bijapur,Alluvial,Jowar,Drip,27.2,2.5471315,54.5,5.6,17587,4.38,336
2011,Bijapur,Arid and Desert,Jowar,Drip,27.1,26.769068,56.6,5.6,17771,2.96,22594
2012,Bijapur,Arid and Desert,Jowar,Drip,27.1,0,55.5,5.6,17825,4.5,116481.07
2013,Bijapur,Arid and Desert,Jowar,Drip,27.1,1.3558342,58.5,5.6,3147,4.43,316
2014,Bijapur,Arid and Desert,Jowar,Drip,26.8,1.456555,59.5,5.6,2578,4.74,21400
2015,Bijapur,Arid and Desert,Jowar,Drip,26.8,0.03505674,55,5.6,1591,4.52,122102
2016,Bijapur,Arid and Desert,Jowar,Drip,26.8,0.002737528,53,5.6,1298,3.85,382
2017,Bijapur,Arid and Desert,Jowar,Drip,37,8.415262,53.5,5.6,4,3.57,19578
2016,Bijapur,Arid and Desert,Jowar,Drip,37,3.6223829,52.5,5.6,1122,3.04,121037
2017,Bijapur,Arid and Desert,Jowar,Drip,37,3.4816964,56,5.6,917,4.84,231
2018,Bijapur,Arid and Desert,Jowar,Drip,38,0.35888672,57,5.6,819,4.4,18951
2013,Bijapur,Arid and Desert,Jowar,Drip,38,20.712458,57.5,5.6,619,2.53,110579
2014,Bijapur,Arid and Desert,Jowar,Drip,38,23.928787,57,5.6,391,3.12,221
2015,Bijapur,Arid and Desert,Jowar,Drip,39,0.15416239,55,5.6,211,4.51,15362
2016,Bijapur,Arid and Desert,Jowar,Drip,39,8.794306,56,5.6,153,5.29,120373
2017,Bijapur,Arid and Desert,Jowar,Drip,39,17.430061,54,5.6,111,4.4,291
2018,Bijapur,Arid and Desert,Jowar,Drip,40,102.50551,58,5.6,76,3.12,17231
2004,Bijapur,Arid and Desert,Jowar,Drip,40,0.72580767,58,5.6,53,2.13,119359
2005,Bijapur,Arid and Desert,Jowar,Drip,40,1.2571887,59,5.6,2688,4.16,283
2006,Bijapur,Arid and Desert,Jowar,Drip,41,0,50,5.6,2311,2.96,17690
2007,Bijapur,Arid and Desert,Jowar,Drip,41,0,54,5.6,2188,3.73,7157
2008,Bijapur,Arid and Desert,Jowar,Drip,41,8.199921,53,5.6,1998,3.38,8700
2009,Bijapur,Arid and Desert,Jowar,Drip,42,0.19448687,52,5.6,2006,1.64,41266
2010,Bijapur,Arid and Desert,Jowar,Drip,42,3.7388995,51,5.6,2034,2.26,8838
2011,Bijapur,Arid and Desert,Jowar,Basin,42,0.19807512,57,5.6,2035,2.24,8954
2012,Bijapur,Arid and Desert,Jowar,Basin,43,45.387012,57,5.6,2074,1.7,42915
2013,Bijapur,Black,Jowar,Basin,27,9.274593,60,5.6,2127,4.3,9230
2014,Bijapur,Black,Jowar,Basin,27,6.626473,57,5.6,2090,3.21,44313
2015,Bijapur,Black,Jowar,Basin,27,13.407835,57,5.6,2059,3.56,45820
2016,Bijapur,Black,Jowar,Basin,27,0,54,5.6,2050,4.33,49084
2017,Bijapur,Black,Jowar,Basin,27,0,54.5,5.6,1865,1.96,86311
2016,Bijapur,Black,Jowar,Basin,27,0,56.6,5.6,1841,3.03,57642
2017,Bijapur,Black,Jowar,Basin,27.2,0.002327169,55.5,5.6,1799,2.67,58405
2016,Bijapur,Black,Jowar,Basin,27.2,0,58.5,5.6,1468,1.18,60751
2017,Bijapur,Black,Jowar,Basin,27.2,0,59.5,5.6,568,2.47,109506
2018,Bijapur,Black,Jowar,Basin,27,2.2347748,55,5.6,407,1.6,114
2013,Bijapur,Black,Jowar,Basin,27,0.08564809,53,5.6,177,3.51,3
2014,Bijapur,Black,Jowar,Basin,27,0.29530436,53.5,5.6,51,0.68,95
2015,Bijapur,Black,Jowar,Basin,27,0,52.5,5.6,173,1.53,19
2016,Bijapur,Black,Jowar,Basin,27,0.37588084,56,5.6,201,4.45,54
2017,Bijapur,Black,Jowar,Basin,27,0,57,5.6,206,3.01,13
2018,Bijapur,Black,Jowar,Basin,27.2,0,57.5,5.6,243,4.42,123
2004,Bijapur,Black,Jowar,Basin,27.2,0,57,5.6,123,1.76,19
2005,Bijapur,Black,Jowar,Basin,27.2,0,55,5.6,82,4.58,32
2006,Bijapur,Black,Jowar,Basin,27.1,0,56,5.6,74,4.27,8
2007,Bijapur,Black,Jowar,Basin,27.1,0,54,5.6,18,2.01,50
2008,Bijapur,Black,Jowar,Basin,27.1,0.36792263,58,5.6,37,2.31,10
2009,Bijapur,Black,Jowar,Basin,26.8,0.24847172,58,5.6,35,4.38,29
2010,Bijapur,Black,Jowar,Basin,26.8,8.513306,59,5.6,5974,4.04,44
2011,Bijapur,Black,Jowar,Basin,26.8,31.117403,50,5.6,6631,4.13,33
2012,Bijapur,Black,Jowar,Basin,37,4.771102,54,5.6,6705,4.11,14
2013,Bijapur,Red,Jowar,Basin,37,0.19019912,53,5.6,5876,3.97,56
